anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde.1;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde.1;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde.1;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 175_en;anbefalt term 175_nn;anbefalt term 175_nb;tillatt term 175_nb;tillatt term 175_nn;tillatt term 175_en;frarådet term 175_nb;frarådet term 175_nn;frarådet term 175_en;definisjon 175_nb;definisjon 175_nn;definisjon 175_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 175_nb;definisjon for allmennheten 175_nn;definisjon for allmennheten 175_en;egendefinert;;;definisjon for spesialister 175_nb;definisjon for spesialister 175_nn;definisjon_for_spesialister175_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad175_nb;merknad175_nn;merknad175_en;eksempel175_nb;eksempel175_nn;eksempel175_en;11;11;11;http://lenketilverdiomraade175.no;Tittel verdiområde 175;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 176_en;anbefalt term 176_nn;anbefalt term 176_nb;tillatt term 176_nb;tillatt term 176_nn;tillatt term 176_en;frarådet term 176_nb;frarådet term 176_nn;frarådet term 176_en;definisjon 176_nb;definisjon 176_nn;definisjon 176_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 176_nb;definisjon for allmennheten 176_nn;definisjon for allmennheten 176_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 176_nb;definisjon for spesialister 176_nn;definisjon_for_spesialister176_en;egendefinert;;;merknad176_nb;merknad176_nn;merknad176_en;eksempel176_nb;eksempel176_nn;eksempel176_en;21;21;21;http://lenketilverdiomraade176.no;Tittel verdiområde 176;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 177_en;anbefalt term 177_nn;anbefalt term 177_nb;tillatt term 177_nb;tillatt term 177_nn;tillatt term 177_en;frarådet term 177_nb;frarådet term 177_nn;frarådet term 177_en;definisjon 177_nb;definisjon 177_nn;definisjon 177_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 177_nb;definisjon for allmennheten 177_nn;definisjon for allmennheten 177_en;egendefinert;;;definisjon for spesialister 177_nb;definisjon for spesialister 177_nn;definisjon_for_spesialister177_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad177_nb;merknad177_nn;merknad177_en;eksempel177_nb;eksempel177_nn;eksempel177_en;41;41;41;http://lenketilverdiomraade177.no;Tittel verdiområde 177;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 178_en;anbefalt term 178_nn;anbefalt term 178_nb;tillatt term 178_nb;tillatt term 178_nn;tillatt term 178_en;frarådet term 178_nb;frarådet term 178_nn;frarådet term 178_en;definisjon 178_nb;definisjon 178_nn;definisjon 178_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 178_nb;definisjon for allmennheten 178_nn;definisjon for allmennheten 178_en;egendefinert;;;definisjon for spesialister 178_nb;definisjon for spesialister 178_nn;definisjon_for_spesialister178_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad178_nb;merknad178_nn;merknad178_en;eksempel178_nb;eksempel178_nn;eksempel178_en;12;12;12;http://lenketilverdiomraade178.no;Tittel verdiområde 178;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 179_en;anbefalt term 179_nn;anbefalt term 179_nb;tillatt term 179_nb;tillatt term 179_nn;tillatt term 179_en;frarådet term 179_nb;frarådet term 179_nn;frarådet term 179_en;definisjon 179_nb;definisjon 179_nn;definisjon 179_en;egendefinert;;;definisjon for allmennheten 179_nb;definisjon for allmennheten 179_nn;definisjon for allmennheten 179_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 179_nb;definisjon for spesialister 179_nn;definisjon_for_spesialister179_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad179_nb;merknad179_nn;merknad179_en;eksempel179_nb;eksempel179_nn;eksempel179_en;38;38;38;http://lenketilverdiomraade179.no;Tittel verdiområde 179;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 180_en;anbefalt term 180_nn;anbefalt term 180_nb;tillatt term 180_nb;tillatt term 180_nn;tillatt term 180_en;frarådet term 180_nb;frarådet term 180_nn;frarådet term 180_en;definisjon 180_nb;definisjon 180_nn;definisjon 180_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 180_nb;definisjon for allmennheten 180_nn;definisjon for allmennheten 180_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 180_nb;definisjon for spesialister 180_nn;definisjon_for_spesialister180_en;egendefinert;;;merknad180_nb;merknad180_nn;merknad180_en;eksempel180_nb;eksempel180_nn;eksempel180_en;5;5;5;http://lenketilverdiomraade180.no;Tittel verdiområde 180;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 181_en;anbefalt term 181_nn;anbefalt term 181_nb;tillatt term 181_nb;tillatt term 181_nn;tillatt term 181_en;frarådet term 181_nb;frarådet term 181_nn;frarådet term 181_en;definisjon 181_nb;definisjon 181_nn;definisjon 181_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 181_nb;definisjon for allmennheten 181_nn;definisjon for allmennheten 181_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 181_nb;definisjon for spesialister 181_nn;definisjon_for_spesialister181_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad181_nb;merknad181_nn;merknad181_en;eksempel181_nb;eksempel181_nn;eksempel181_en;23;23;23;http://lenketilverdiomraade181.no;Tittel verdiområde 181;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 182_en;anbefalt term 182_nn;anbefalt term 182_nb;tillatt term 182_nb;tillatt term 182_nn;tillatt term 182_en;frarådet term 182_nb;frarådet term 182_nn;frarådet term 182_en;definisjon 182_nb;definisjon 182_nn;definisjon 182_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 182_nb;definisjon for allmennheten 182_nn;definisjon for allmennheten 182_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 182_nb;definisjon for spesialister 182_nn;definisjon_for_spesialister182_en;egendefinert;;;merknad182_nb;merknad182_nn;merknad182_en;eksempel182_nb;eksempel182_nn;eksempel182_en;37;37;37;http://lenketilverdiomraade182.no;Tittel verdiområde 182;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 183_en;anbefalt term 183_nn;anbefalt term 183_nb;tillatt term 183_nb;tillatt term 183_nn;tillatt term 183_en;frarådet term 183_nb;frarådet term 183_nn;frarådet term 183_en;definisjon 183_nb;definisjon 183_nn;definisjon 183_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 183_nb;definisjon for allmennheten 183_nn;definisjon for allmennheten 183_en;egendefinert;;;definisjon for spesialister 183_nb;definisjon for spesialister 183_nn;definisjon_for_spesialister183_en;egendefinert;;;merknad183_nb;merknad183_nn;merknad183_en;eksempel183_nb;eksempel183_nn;eksempel183_en;23;23;23;http://lenketilverdiomraade183.no;Tittel verdiområde 183;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 184_en;anbefalt term 184_nn;anbefalt term 184_nb;tillatt term 184_nb;tillatt term 184_nn;tillatt term 184_en;frarådet term 184_nb;frarådet term 184_nn;frarådet term 184_en;definisjon 184_nb;definisjon 184_nn;definisjon 184_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 184_nb;definisjon for allmennheten 184_nn;definisjon for allmennheten 184_en;egendefinert;;;definisjon for spesialister 184_nb;definisjon for spesialister 184_nn;definisjon_for_spesialister184_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad184_nb;merknad184_nn;merknad184_en;eksempel184_nb;eksempel184_nn;eksempel184_en;31;31;31;http://lenketilverdiomraade184.no;Tittel verdiområde 184;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 185_en;anbefalt term 185_nn;anbefalt term 185_nb;tillatt term 185_nb;tillatt term 185_nn;tillatt term 185_en;frarådet term 185_nb;frarådet term 185_nn;frarådet term 185_en;definisjon 185_nb;definisjon 185_nn;definisjon 185_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 185_nb;definisjon for allmennheten 185_nn;definisjon for allmennheten 185_en;egendefinert;;;definisjon for spesialister 185_nb;definisjon for spesialister 185_nn;definisjon_for_spesialister185_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad185_nb;merknad185_nn;merknad185_en;eksempel185_nb;eksempel185_nn;eksempel185_en;36;36;36;http://lenketilverdiomraade185.no;Tittel verdiområde 185;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 186_en;anbefalt term 186_nn;anbefalt term 186_nb;tillatt term 186_nb;tillatt term 186_nn;tillatt term 186_en;frarådet term 186_nb;frarådet term 186_nn;frarådet term 186_en;definisjon 186_nb;definisjon 186_nn;definisjon 186_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 186_nb;definisjon for allmennheten 186_nn;definisjon for allmennheten 186_en;egendefinert;;;definisjon for spesialister 186_nb;definisjon for spesialister 186_nn;definisjon_for_spesialister186_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad186_nb;merknad186_nn;merknad186_en;eksempel186_nb;eksempel186_nn;eksempel186_en;9;9;9;http://lenketilverdiomraade186.no;Tittel verdiområde 186;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 187_en;anbefalt term 187_nn;anbefalt term 187_nb;tillatt term 187_nb;tillatt term 187_nn;tillatt term 187_en;frarådet term 187_nb;frarådet term 187_nn;frarådet term 187_en;definisjon 187_nb;definisjon 187_nn;definisjon 187_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 187_nb;definisjon for allmennheten 187_nn;definisjon for allmennheten 187_en;egendefinert;;;definisjon for spesialister 187_nb;definisjon for spesialister 187_nn;definisjon_for_spesialister187_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad187_nb;merknad187_nn;merknad187_en;eksempel187_nb;eksempel187_nn;eksempel187_en;16;16;16;http://lenketilverdiomraade187.no;Tittel verdiområde 187;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 188_en;anbefalt term 188_nn;anbefalt term 188_nb;tillatt term 188_nb;tillatt term 188_nn;tillatt term 188_en;frarådet term 188_nb;frarådet term 188_nn;frarådet term 188_en;definisjon 188_nb;definisjon 188_nn;definisjon 188_en;egendefinert;;;definisjon for allmennheten 188_nb;definisjon for allmennheten 188_nn;definisjon for allmennheten 188_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 188_nb;definisjon for spesialister 188_nn;definisjon_for_spesialister188_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad188_nb;merknad188_nn;merknad188_en;eksempel188_nb;eksempel188_nn;eksempel188_en;35;35;35;http://lenketilverdiomraade188.no;Tittel verdiområde 188;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 189_en;anbefalt term 189_nn;anbefalt term 189_nb;tillatt term 189_nb;tillatt term 189_nn;tillatt term 189_en;frarådet term 189_nb;frarådet term 189_nn;frarådet term 189_en;definisjon 189_nb;definisjon 189_nn;definisjon 189_en;egendefinert;;;definisjon for allmennheten 189_nb;definisjon for allmennheten 189_nn;definisjon for allmennheten 189_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 189_nb;definisjon for spesialister 189_nn;definisjon_for_spesialister189_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad189_nb;merknad189_nn;merknad189_en;eksempel189_nb;eksempel189_nn;eksempel189_en;17;17;17;http://lenketilverdiomraade189.no;Tittel verdiområde 189;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 190_en;anbefalt term 190_nn;anbefalt term 190_nb;tillatt term 190_nb;tillatt term 190_nn;tillatt term 190_en;frarådet term 190_nb;frarådet term 190_nn;frarådet term 190_en;definisjon 190_nb;definisjon 190_nn;definisjon 190_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 190_nb;definisjon for allmennheten 190_nn;definisjon for allmennheten 190_en;egendefinert;;;definisjon for spesialister 190_nb;definisjon for spesialister 190_nn;definisjon_for_spesialister190_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad190_nb;merknad190_nn;merknad190_en;eksempel190_nb;eksempel190_nn;eksempel190_en;18;18;18;http://lenketilverdiomraade190.no;Tittel verdiområde 190;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 191_en;anbefalt term 191_nn;anbefalt term 191_nb;tillatt term 191_nb;tillatt term 191_nn;tillatt term 191_en;frarådet term 191_nb;frarådet term 191_nn;frarådet term 191_en;definisjon 191_nb;definisjon 191_nn;definisjon 191_en;egendefinert;;;definisjon for allmennheten 191_nb;definisjon for allmennheten 191_nn;definisjon for allmennheten 191_en;egendefinert;;;definisjon for spesialister 191_nb;definisjon for spesialister 191_nn;definisjon_for_spesialister191_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad191_nb;merknad191_nn;merknad191_en;eksempel191_nb;eksempel191_nn;eksempel191_en;25;25;25;http://lenketilverdiomraade191.no;Tittel verdiområde 191;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 192_en;anbefalt term 192_nn;anbefalt term 192_nb;tillatt term 192_nb;tillatt term 192_nn;tillatt term 192_en;frarådet term 192_nb;frarådet term 192_nn;frarådet term 192_en;definisjon 192_nb;definisjon 192_nn;definisjon 192_en;egendefinert;;;definisjon for allmennheten 192_nb;definisjon for allmennheten 192_nn;definisjon for allmennheten 192_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 192_nb;definisjon for spesialister 192_nn;definisjon_for_spesialister192_en;egendefinert;;;merknad192_nb;merknad192_nn;merknad192_en;eksempel192_nb;eksempel192_nn;eksempel192_en;17;17;17;http://lenketilverdiomraade192.no;Tittel verdiområde 192;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
