anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 90_en;anbefalt term 90_nn;anbefalt term 90_nb;tillatt term 90_nb;tillatt term 90_nn;tillatt term 90_en;frarådet term 90_nb;frarådet term 90_nn;frarådet term 90_en;definisjon 90_nb;definisjon 90_nn;definisjon 90_en;egendefinert;;;definisjon for allmennheten 90_nb;definisjon for allmennheten 90_nn;definisjon for allmennheten 90_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 90_nb;definisjon for spesialister 90_nn;definisjon_for_spesialister90_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad90_nb;merknad90_nn;merknad90_en;eksempel90_nb;eksempel90_nn;eksempel90_en;fagområde2_nb;fagområde2_nn;fagområde2_en;http://lenketilverdiomraade90.no;Tittel verdiområde 90;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 91_en;anbefalt term 91_nn;anbefalt term 91_nb;tillatt term 91_nb;tillatt term 91_nn;tillatt term 91_en;frarådet term 91_nb;frarådet term 91_nn;frarådet term 91_en;definisjon 91_nb;definisjon 91_nn;definisjon 91_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 91_nb;definisjon for allmennheten 91_nn;definisjon for allmennheten 91_en;egendefinert;;;definisjon for spesialister 91_nb;definisjon for spesialister 91_nn;definisjon_for_spesialister91_en;egendefinert;;;merknad91_nb;merknad91_nn;merknad91_en;eksempel91_nb;eksempel91_nn;eksempel91_en;fagområde3_nb;fagområde3_nn;fagområde3_en;http://lenketilverdiomraade91.no;Tittel verdiområde 91;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 92_en;anbefalt term 92_nn;anbefalt term 92_nb;tillatt term 92_nb;tillatt term 92_nn;tillatt term 92_en;frarådet term 92_nb;frarådet term 92_nn;frarådet term 92_en;definisjon 92_nb;definisjon 92_nn;definisjon 92_en;egendefinert;;;definisjon for allmennheten 92_nb;definisjon for allmennheten 92_nn;definisjon for allmennheten 92_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 92_nb;definisjon for spesialister 92_nn;definisjon_for_spesialister92_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad92_nb;merknad92_nn;merknad92_en;eksempel92_nb;eksempel92_nn;eksempel92_en;fagområde4_nb;fagområde4_nn;fagområde4_en;http://lenketilverdiomraade92.no;Tittel verdiområde 92;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 93_en;anbefalt term 93_nn;anbefalt term 93_nb;tillatt term 93_nb;tillatt term 93_nn;tillatt term 93_en;frarådet term 93_nb;frarådet term 93_nn;frarådet term 93_en;definisjon 93_nb;definisjon 93_nn;definisjon 93_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 93_nb;definisjon for allmennheten 93_nn;definisjon for allmennheten 93_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 93_nb;definisjon for spesialister 93_nn;definisjon_for_spesialister93_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad93_nb;merknad93_nn;merknad93_en;eksempel93_nb;eksempel93_nn;eksempel93_en;fagområde5_nb;fagområde5_nn;fagområde5_en;http://lenketilverdiomraade93.no;Tittel verdiområde 93;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 94_en;anbefalt term 94_nn;anbefalt term 94_nb;tillatt term 94_nb;tillatt term 94_nn;tillatt term 94_en;frarådet term 94_nb;frarådet term 94_nn;frarådet term 94_en;definisjon 94_nb;definisjon 94_nn;definisjon 94_en;egendefinert;;;definisjon for allmennheten 94_nb;definisjon for allmennheten 94_nn;definisjon for allmennheten 94_en;egendefinert;;;definisjon for spesialister 94_nb;definisjon for spesialister 94_nn;definisjon_for_spesialister94_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad94_nb;merknad94_nn;merknad94_en;eksempel94_nb;eksempel94_nn;eksempel94_en;fagområde6_nb;fagområde6_nn;fagområde6_en;http://lenketilverdiomraade94.no;Tittel verdiområde 94;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 95_en;anbefalt term 95_nn;anbefalt term 95_nb;tillatt term 95_nb;tillatt term 95_nn;tillatt term 95_en;frarådet term 95_nb;frarådet term 95_nn;frarådet term 95_en;definisjon 95_nb;definisjon 95_nn;definisjon 95_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 95_nb;definisjon for allmennheten 95_nn;definisjon for allmennheten 95_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 95_nb;definisjon for spesialister 95_nn;definisjon_for_spesialister95_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad95_nb;merknad95_nn;merknad95_en;eksempel95_nb;eksempel95_nn;eksempel95_en;fagområde7_nb;fagområde7_nn;fagområde7_en;http://lenketilverdiomraade95.no;Tittel verdiområde 95;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 96_en;anbefalt term 96_nn;anbefalt term 96_nb;tillatt term 96_nb;tillatt term 96_nn;tillatt term 96_en;frarådet term 96_nb;frarådet term 96_nn;frarådet term 96_en;definisjon 96_nb;definisjon 96_nn;definisjon 96_en;egendefinert;;;definisjon for allmennheten 96_nb;definisjon for allmennheten 96_nn;definisjon for allmennheten 96_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 96_nb;definisjon for spesialister 96_nn;definisjon_for_spesialister96_en;egendefinert;;;merknad96_nb;merknad96_nn;merknad96_en;eksempel96_nb;eksempel96_nn;eksempel96_en;fagområde8_nb;fagområde8_nn;fagområde8_en;http://lenketilverdiomraade96.no;Tittel verdiområde 96;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 97_en;anbefalt term 97_nn;anbefalt term 97_nb;tillatt term 97_nb;tillatt term 97_nn;tillatt term 97_en;frarådet term 97_nb;frarådet term 97_nn;frarådet term 97_en;definisjon 97_nb;definisjon 97_nn;definisjon 97_en;egendefinert;;;definisjon for allmennheten 97_nb;definisjon for allmennheten 97_nn;definisjon for allmennheten 97_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 97_nb;definisjon for spesialister 97_nn;definisjon_for_spesialister97_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad97_nb;merknad97_nn;merknad97_en;eksempel97_nb;eksempel97_nn;eksempel97_en;fagområde9_nb;fagområde9_nn;fagområde9_en;http://lenketilverdiomraade97.no;Tittel verdiområde 97;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 98_en;anbefalt term 98_nn;anbefalt term 98_nb;tillatt term 98_nb;tillatt term 98_nn;tillatt term 98_en;frarådet term 98_nb;frarådet term 98_nn;frarådet term 98_en;definisjon 98_nb;definisjon 98_nn;definisjon 98_en;egendefinert;;;definisjon for allmennheten 98_nb;definisjon for allmennheten 98_nn;definisjon for allmennheten 98_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 98_nb;definisjon for spesialister 98_nn;definisjon_for_spesialister98_en;egendefinert;;;merknad98_nb;merknad98_nn;merknad98_en;eksempel98_nb;eksempel98_nn;eksempel98_en;fagområde10_nb;fagområde10_nn;fagområde10_en;http://lenketilverdiomraade98.no;Tittel verdiområde 98;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 99_en;anbefalt term 99_nn;anbefalt term 99_nb;tillatt term 99_nb;tillatt term 99_nn;tillatt term 99_en;frarådet term 99_nb;frarådet term 99_nn;frarådet term 99_en;definisjon 99_nb;definisjon 99_nn;definisjon 99_en;egendefinert;;;definisjon for allmennheten 99_nb;definisjon for allmennheten 99_nn;definisjon for allmennheten 99_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 99_nb;definisjon for spesialister 99_nn;definisjon_for_spesialister99_en;egendefinert;;;merknad99_nb;merknad99_nn;merknad99_en;eksempel99_nb;eksempel99_nn;eksempel99_en;fagområde11_nb;fagområde11_nn;fagområde11_en;http://lenketilverdiomraade99.no;Tittel verdiområde 99;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 100_en;anbefalt term 100_nn;anbefalt term 100_nb;tillatt term 100_nb;tillatt term 100_nn;tillatt term 100_en;frarådet term 100_nb;frarådet term 100_nn;frarådet term 100_en;definisjon 100_nb;definisjon 100_nn;definisjon 100_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 100_nb;definisjon for allmennheten 100_nn;definisjon for allmennheten 100_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 100_nb;definisjon for spesialister 100_nn;definisjon_for_spesialister100_en;egendefinert;;;merknad100_nb;merknad100_nn;merknad100_en;eksempel100_nb;eksempel100_nn;eksempel100_en;fagområde12_nb;fagområde12_nn;fagområde12_en;http://lenketilverdiomraade100.no;Tittel verdiområde 100;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 101_en;anbefalt term 101_nn;anbefalt term 101_nb;tillatt term 101_nb;tillatt term 101_nn;tillatt term 101_en;frarådet term 101_nb;frarådet term 101_nn;frarådet term 101_en;definisjon 101_nb;definisjon 101_nn;definisjon 101_en;egendefinert;;;definisjon for allmennheten 101_nb;definisjon for allmennheten 101_nn;definisjon for allmennheten 101_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 101_nb;definisjon for spesialister 101_nn;definisjon_for_spesialister101_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad101_nb;merknad101_nn;merknad101_en;eksempel101_nb;eksempel101_nn;eksempel101_en;fagområde2_nb;fagområde2_nn;fagområde2_en;http://lenketilverdiomraade101.no;Tittel verdiområde 101;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 102_en;anbefalt term 102_nn;anbefalt term 102_nb;tillatt term 102_nb;tillatt term 102_nn;tillatt term 102_en;frarådet term 102_nb;frarådet term 102_nn;frarådet term 102_en;definisjon 102_nb;definisjon 102_nn;definisjon 102_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 102_nb;definisjon for allmennheten 102_nn;definisjon for allmennheten 102_en;egendefinert;;;definisjon for spesialister 102_nb;definisjon for spesialister 102_nn;definisjon_for_spesialister102_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad102_nb;merknad102_nn;merknad102_en;eksempel102_nb;eksempel102_nn;eksempel102_en;fagområde3_nb;fagområde3_nn;fagområde3_en;http://lenketilverdiomraade102.no;Tittel verdiområde 102;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 103_en;anbefalt term 103_nn;anbefalt term 103_nb;tillatt term 103_nb;tillatt term 103_nn;tillatt term 103_en;frarådet term 103_nb;frarådet term 103_nn;frarådet term 103_en;definisjon 103_nb;definisjon 103_nn;definisjon 103_en;egendefinert;;;definisjon for allmennheten 103_nb;definisjon for allmennheten 103_nn;definisjon for allmennheten 103_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 103_nb;definisjon for spesialister 103_nn;definisjon_for_spesialister103_en;egendefinert;;;merknad103_nb;merknad103_nn;merknad103_en;eksempel103_nb;eksempel103_nn;eksempel103_en;fagområde4_nb;fagområde4_nn;fagområde4_en;http://lenketilverdiomraade103.no;Tittel verdiområde 103;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 104_en;anbefalt term 104_nn;anbefalt term 104_nb;tillatt term 104_nb;tillatt term 104_nn;tillatt term 104_en;frarådet term 104_nb;frarådet term 104_nn;frarådet term 104_en;definisjon 104_nb;definisjon 104_nn;definisjon 104_en;egendefinert;;;definisjon for allmennheten 104_nb;definisjon for allmennheten 104_nn;definisjon for allmennheten 104_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 104_nb;definisjon for spesialister 104_nn;definisjon_for_spesialister104_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad104_nb;merknad104_nn;merknad104_en;eksempel104_nb;eksempel104_nn;eksempel104_en;fagområde5_nb;fagområde5_nn;fagområde5_en;http://lenketilverdiomraade104.no;Tittel verdiområde 104;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 105_en;anbefalt term 105_nn;anbefalt term 105_nb;tillatt term 105_nb;tillatt term 105_nn;tillatt term 105_en;frarådet term 105_nb;frarådet term 105_nn;frarådet term 105_en;definisjon 105_nb;definisjon 105_nn;definisjon 105_en;egendefinert;;;definisjon for allmennheten 105_nb;definisjon for allmennheten 105_nn;definisjon for allmennheten 105_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 105_nb;definisjon for spesialister 105_nn;definisjon_for_spesialister105_en;egendefinert;;;merknad105_nb;merknad105_nn;merknad105_en;eksempel105_nb;eksempel105_nn;eksempel105_en;fagområde6_nb;fagområde6_nn;fagområde6_en;http://lenketilverdiomraade105.no;Tittel verdiområde 105;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 106_en;anbefalt term 106_nn;anbefalt term 106_nb;tillatt term 106_nb;tillatt term 106_nn;tillatt term 106_en;frarådet term 106_nb;frarådet term 106_nn;frarådet term 106_en;definisjon 106_nb;definisjon 106_nn;definisjon 106_en;egendefinert;;;definisjon for allmennheten 106_nb;definisjon for allmennheten 106_nn;definisjon for allmennheten 106_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 106_nb;definisjon for spesialister 106_nn;definisjon_for_spesialister106_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad106_nb;merknad106_nn;merknad106_en;eksempel106_nb;eksempel106_nn;eksempel106_en;fagområde7_nb;fagområde7_nn;fagområde7_en;http://lenketilverdiomraade106.no;Tittel verdiområde 106;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 107_en;anbefalt term 107_nn;anbefalt term 107_nb;tillatt term 107_nb;tillatt term 107_nn;tillatt term 107_en;frarådet term 107_nb;frarådet term 107_nn;frarådet term 107_en;definisjon 107_nb;definisjon 107_nn;definisjon 107_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 107_nb;definisjon for allmennheten 107_nn;definisjon for allmennheten 107_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 107_nb;definisjon for spesialister 107_nn;definisjon_for_spesialister107_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad107_nb;merknad107_nn;merknad107_en;eksempel107_nb;eksempel107_nn;eksempel107_en;fagområde8_nb;fagområde8_nn;fagområde8_en;http://lenketilverdiomraade107.no;Tittel verdiområde 107;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 108_en;anbefalt term 108_nn;anbefalt term 108_nb;tillatt term 108_nb;tillatt term 108_nn;tillatt term 108_en;frarådet term 108_nb;frarådet term 108_nn;frarådet term 108_en;definisjon 108_nb;definisjon 108_nn;definisjon 108_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 108_nb;definisjon for allmennheten 108_nn;definisjon for allmennheten 108_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 108_nb;definisjon for spesialister 108_nn;definisjon_for_spesialister108_en;egendefinert;;;merknad108_nb;merknad108_nn;merknad108_en;eksempel108_nb;eksempel108_nn;eksempel108_en;fagområde9_nb;fagområde9_nn;fagområde9_en;http://lenketilverdiomraade108.no;Tittel verdiområde 108;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
